contract_id,award_date,vendor_name,obligated_amount,agency_name,pop_state,source_file,fiscal_year
C-397242,2012-04-08,Island Builders,1928890,,,bench_norm_50000,2012
C-069153,2012-09-22,Construcciones PR,8573607,,,bench_norm_50000,2012
C-018839,2017-08-12,Marina Holdings,8561635,,,bench_norm_50000,2017
C-429482,2018-06-14,Tech Solutions,3687743,,,bench_norm_50000,2018
C-711573,2010-12-29,Tech Solutions,8012579,,,bench_norm_50000,2011
C-749988,2012-10-08,Marina Holdings,4728041,,,bench_norm_50000,2013
C-143285,2016-03-31,Acme Corp,8082256,,,bench_norm_50000,2016
C-311724,2010-05-21,Marina Holdings,5482569,,,bench_norm_50000,2010
C-745623,2017-11-21,Island Builders,7047862,,,bench_norm_50000,2018
C-862472,2017-08-15,Global Supply,125439,,,bench_norm_50000,2017
C-191026,2018-01-06,Marina Holdings,3499486,,,bench_norm_50000,2018
C-631235,2014-05-22,Servicios Unidos,8049590,,,bench_norm_50000,2014
C-106887,2013-08-18,Bajos LLC,7580574,,,bench_norm_50000,2013
C-085313,2011-02-03,Bajos LLC,2325979,,,bench_norm_50000,2011
C-615584,2015-07-27,Servicios Unidos,5760813,,,bench_norm_50000,2015
C-784636,2018-08-16,Servicios Unidos,310274,,,bench_norm_50000,2018
C-820454,2016-05-30,Tech Solutions,768586,,,bench_norm_50000,2016
C-586552,2014-10-06,Acme Corp,4994730,,,bench_norm_50000,2015
C-108138,2013-07-03,Construcciones PR,801917,,,bench_norm_50000,2013
C-589634,2017-01-03,Island Builders,3424874,,,bench_norm_50000,2017
C-485630,2013-06-16,Servicios Unidos,9500179,,,bench_norm_50000,2013
C-080103,2011-09-05,Tech Solutions,1183843,,,bench_norm_50000,2011
C-261055,2010-12-28,Global Supply,5026239,,,bench_norm_50000,2011
C-891154,2016-08-16,Acme Corp,9163787,,,bench_norm_50000,2016
C-638325,2019-03-09,Marina Holdings,6987799,,,bench_norm_50000,2019
C-426645,2015-03-03,Marina Holdings,5795182,,,bench_norm_50000,2015
C-595837,2015-03-26,Global Supply,470885,,,bench_norm_50000,2015
C-693168,2011-06-16,Servicios Unidos,4315650,,,bench_norm_50000,2011
C-682178,2019-12-20,Tech Solutions,4355122,,,bench_norm_50000,2020
C-661882,2016-06-14,Global Supply,2792310,,,bench_norm_50000,2016
C-407385,2010-11-11,Construcciones PR,8531445,,,bench_norm_50000,2011
C-131911,2018-05-30,Global Supply,966736,,,bench_norm_50000,2018
C-851111,2012-07-06,Acme Corp,2694546,,,bench_norm_50000,2012
C-471491,2014-07-24,Servicios Unidos,3175418,,,bench_norm_50000,2014
C-158358,2018-04-03,Bajos LLC,8062565,,,bench_norm_50000,2018
C-301856,2019-09-19,Servicios Unidos,6468720,,,bench_norm_50000,2019
C-950866,2017-04-03,Universal Contractors,8282613,,,bench_norm_50000,2017
C-132730,2014-12-02,Tech Solutions,6875009,,,bench_norm_50000,2015
C-040237,2015-09-22,Bajos LLC,4288796,,,bench_norm_50000,2015
C-898779,2011-03-22,Bajos LLC,3134343,,,bench_norm_50000,2011
C-112035,2018-06-06,Global Supply,6264716,,,bench_norm_50000,2018
C-412702,2016-05-18,Servicios Unidos,5146126,,,bench_norm_50000,2016
C-821498,2010-10-21,Bajos LLC,3921440,,,bench_norm_50000,2011
C-231427,2019-04-04,Island Builders,801973,,,bench_norm_50000,2019
C-469120,2018-05-20,Island Builders,3446177,,,bench_norm_50000,2018
C-773307,2016-02-20,Tech Solutions,2377339,,,bench_norm_50000,2016
C-321934,2018-10-25,Servicios Unidos,7519559,,,bench_norm_50000,2019
C-551751,2016-11-16,Acme Corp,1813585,,,bench_norm_50000,2017
C-086536,2019-11-18,Island Builders,974578,,,bench_norm_50000,2020
C-982427,2010-11-30,Universal Contractors,6354168,,,bench_norm_50000,2011
C-111835,2010-04-09,Universal Contractors,7597514,,,bench_norm_50000,2010
C-197374,2015-10-06,Bajos LLC,3846554,,,bench_norm_50000,2016
C-432235,2012-08-02,Construcciones PR,4039496,,,bench_norm_50000,2012
C-467318,2019-12-07,Island Builders,2764635,,,bench_norm_50000,2020
C-478171,2019-10-31,Tech Solutions,3420587,,,bench_norm_50000,2020
C-513932,2010-09-13,Acme Corp,5004467,,,bench_norm_50000,2010
C-906292,2017-09-09,Universal Contractors,4348423,,,bench_norm_50000,2017
C-692516,2013-01-12,Marina Holdings,5120917,,,bench_norm_50000,2013
C-595726,2011-03-14,Acme Corp,8013050,,,bench_norm_50000,2011
C-790981,2010-12-05,Bajos LLC,295358,,,bench_norm_50000,2011
C-274754,2016-11-23,Acme Corp,2208344,,,bench_norm_50000,2017
C-598689,2010-02-03,Construcciones PR,3073746,,,bench_norm_50000,2010
C-547145,2017-01-23,Acme Corp,401804,,,bench_norm_50000,2017
C-632813,2014-08-29,Construcciones PR,5940310,,,bench_norm_50000,2014
C-176817,2012-04-13,Island Builders,8147658,,,bench_norm_50000,2012
C-289329,2015-11-07,Servicios Unidos,4432190,,,bench_norm_50000,2016
C-471269,2010-01-01,Servicios Unidos,545088,,,bench_norm_50000,2010
C-311492,2011-09-06,Tech Solutions,952803,,,bench_norm_50000,2011
C-390460,2016-06-02,Universal Contractors,3614543,,,bench_norm_50000,2016
C-053554,2010-03-17,Universal Contractors,2175365,,,bench_norm_50000,2010
C-158300,2013-01-10,Acme Corp,8893448,,,bench_norm_50000,2013
C-039460,2012-02-25,Acme Corp,9163228,,,bench_norm_50000,2012
C-966385,2016-02-24,Acme Corp,8060913,,,bench_norm_50000,2016
C-993480,2019-11-14,Island Builders,203266,,,bench_norm_50000,2020
C-531758,2013-09-09,Acme Corp,9644729,,,bench_norm_50000,2013
C-408557,2019-03-03,Global Supply,7187855,,,bench_norm_50000,2019
C-776112,2019-01-11,Universal Contractors,6636,,,bench_norm_50000,2019
C-518583,2019-06-18,Acme Corp,3734926,,,bench_norm_50000,2019
C-147528,2014-11-30,Global Supply,5406027,,,bench_norm_50000,2015
C-749217,2012-01-02,Servicios Unidos,9827041,,,bench_norm_50000,2012
C-483383,2010-07-18,Servicios Unidos,3345200,,,bench_norm_50000,2010
C-646472,2010-11-29,Bajos LLC,3823775,,,bench_norm_50000,2011
C-846868,2014-01-19,Tech Solutions,8904467,,,bench_norm_50000,2014
C-677913,2010-01-04,Construcciones PR,89091,,,bench_norm_50000,2010
C-971023,2011-01-26,Construcciones PR,9645159,,,bench_norm_50000,2011
C-962550,2013-08-17,Bajos LLC,2082895,,,bench_norm_50000,2013
C-077963,2011-02-06,Bajos LLC,9470639,,,bench_norm_50000,2011
C-629523,2010-04-22,Bajos LLC,4177230,,,bench_norm_50000,2010
C-409587,2013-11-11,Universal Contractors,1347130,,,bench_norm_50000,2014
C-019012,2016-04-12,Tech Solutions,9513629,,,bench_norm_50000,2016
C-066586,2019-10-06,Island Builders,5741150,,,bench_norm_50000,2020
C-935383,2011-02-16,Acme Corp,5307909,,,bench_norm_50000,2011
C-449474,2016-09-07,Construcciones PR,9560210,,,bench_norm_50000,2016
C-184865,2010-09-29,Acme Corp,9915799,,,bench_norm_50000,2010
C-485867,2017-07-23,Global Supply,72835,,,bench_norm_50000,2017
C-535017,2013-03-30,Marina Holdings,1945967,,,bench_norm_50000,2013
C-015621,2018-07-29,Servicios Unidos,6083717,,,bench_norm_50000,2018
C-824130,2019-02-01,Acme Corp,1018650,,,bench_norm_50000,2019
C-653642,2019-01-08,Acme Corp,1847579,,,bench_norm_50000,2019
C-167124,2019-01-10,Universal Contractors,4959375,,,bench_norm_50000,2019
C-220321,2013-07-25,Bajos LLC,8123923,,,bench_norm_50000,2013
C-513360,2019-05-25,Tech Solutions,2089443,,,bench_norm_50000,2019
C-818265,2013-08-16,Servicios Unidos,3431335,,,bench_norm_50000,2013
C-054701,2014-04-02,Island Builders,282634,,,bench_norm_50000,2014
C-834557,2019-12-22,Tech Solutions,6505667,,,bench_norm_50000,2020
C-995896,2015-01-02,Marina Holdings,9235236,,,bench_norm_50000,2015
C-648886,2013-12-03,Global Supply,4333022,,,bench_norm_50000,2014
C-529222,2012-09-12,Tech Solutions,67495,,,bench_norm_50000,2012
C-871295,2014-04-13,Island Builders,9479264,,,bench_norm_50000,2014
C-843317,2010-01-07,Construcciones PR,8270272,,,bench_norm_50000,2010
C-682974,2011-03-21,Global Supply,7077798,,,bench_norm_50000,2011
C-418530,2010-09-20,Island Builders,5229317,,,bench_norm_50000,2010
C-593492,2013-09-08,Servicios Unidos,6665654,,,bench_norm_50000,2013
C-864326,2015-03-15,Acme Corp,4894395,,,bench_norm_50000,2015
C-142078,2017-01-24,Global Supply,5438983,,,bench_norm_50000,2017
C-252069,2011-03-14,Tech Solutions,7061314,,,bench_norm_50000,2011
C-047480,2013-10-14,Marina Holdings,7564208,,,bench_norm_50000,2014
C-525947,2011-07-25,Bajos LLC,54017,,,bench_norm_50000,2011
C-801508,2013-12-06,Marina Holdings,2478721,,,bench_norm_50000,2014
C-434456,2010-04-19,Global Supply,7063781,,,bench_norm_50000,2010
C-421016,2011-09-17,Island Builders,4942525,,,bench_norm_50000,2011
C-014163,2018-09-20,Servicios Unidos,3329601,,,bench_norm_50000,2018
C-545537,2010-11-22,Servicios Unidos,7239340,,,bench_norm_50000,2011
C-347944,2014-04-04,Acme Corp,132331,,,bench_norm_50000,2014
C-855702,2017-11-22,Bajos LLC,7743842,,,bench_norm_50000,2018
C-702226,2010-02-13,Acme Corp,4019978,,,bench_norm_50000,2010
C-515492,2016-01-08,Island Builders,8741929,,,bench_norm_50000,2016
C-677901,2014-06-16,Servicios Unidos,7002724,,,bench_norm_50000,2014
C-056789,2016-11-08,Marina Holdings,9579634,,,bench_norm_50000,2017
C-859452,2012-03-22,Island Builders,3468007,,,bench_norm_50000,2012
C-667108,2012-11-26,Bajos LLC,7720155,,,bench_norm_50000,2013
C-392613,2015-11-22,Construcciones PR,2533227,,,bench_norm_50000,2016
C-701391,2011-10-03,Servicios Unidos,6017971,,,bench_norm_50000,2012
C-263027,2017-06-08,Construcciones PR,1321136,,,bench_norm_50000,2017
C-819725,2019-11-06,Servicios Unidos,1062267,,,bench_norm_50000,2020
C-618762,2018-03-12,Acme Corp,3285842,,,bench_norm_50000,2018
C-525418,2017-05-28,Global Supply,539731,,,bench_norm_50000,2017
C-418463,2016-02-22,Universal Contractors,2960440,,,bench_norm_50000,2016
C-356684,2019-04-14,Universal Contractors,5778296,,,bench_norm_50000,2019
C-023731,2013-03-25,Island Builders,9474739,,,bench_norm_50000,2013
C-465746,2016-03-16,Construcciones PR,7977569,,,bench_norm_50000,2016
C-295064,2014-09-04,Marina Holdings,2854933,,,bench_norm_50000,2014
C-644942,2018-01-12,Tech Solutions,1525752,,,bench_norm_50000,2018
C-929780,2012-05-30,Marina Holdings,3039490,,,bench_norm_50000,2012
C-897594,2017-01-14,Acme Corp,1410714,,,bench_norm_50000,2017
C-888070,2014-02-06,Acme Corp,4714971,,,bench_norm_50000,2014
C-653364,2010-05-23,Global Supply,1918115,,,bench_norm_50000,2010
C-329379,2012-01-22,Acme Corp,5678576,,,bench_norm_50000,2012
C-318063,2014-08-06,Servicios Unidos,5029462,,,bench_norm_50000,2014
C-409129,2019-08-01,Universal Contractors,9456270,,,bench_norm_50000,2019
C-379120,2010-12-22,Universal Contractors,724440,,,bench_norm_50000,2011
C-902088,2014-10-16,Construcciones PR,4038139,,,bench_norm_50000,2015
C-739153,2013-04-09,Tech Solutions,1080888,,,bench_norm_50000,2013
C-655281,2010-09-08,Construcciones PR,9540515,,,bench_norm_50000,2010
C-609255,2019-08-02,Construcciones PR,4671158,,,bench_norm_50000,2019
C-133849,2015-12-10,Servicios Unidos,2253432,,,bench_norm_50000,2016
C-910537,2010-01-17,Servicios Unidos,7272510,,,bench_norm_50000,2010
C-973358,2016-03-22,Universal Contractors,8022595,,,bench_norm_50000,2016
C-381049,2017-11-02,Servicios Unidos,4806729,,,bench_norm_50000,2018
C-783467,2016-12-02,Bajos LLC,8755719,,,bench_norm_50000,2017
C-135654,2019-06-16,Island Builders,930435,,,bench_norm_50000,2019
C-559572,2013-07-12,Global Supply,4729930,,,bench_norm_50000,2013
C-839759,2012-08-10,Marina Holdings,7519905,,,bench_norm_50000,2012
C-286605,2012-05-02,Marina Holdings,5291889,,,bench_norm_50000,2012
C-456986,2017-06-21,Construcciones PR,4805041,,,bench_norm_50000,2017
C-149987,2012-11-13,Universal Contractors,3793977,,,bench_norm_50000,2013
C-720847,2010-03-14,Acme Corp,1378495,,,bench_norm_50000,2010
C-829818,2015-01-06,Construcciones PR,9676072,,,bench_norm_50000,2015
C-507116,2013-06-02,Global Supply,523405,,,bench_norm_50000,2013
C-948514,2018-04-19,Universal Contractors,9225530,,,bench_norm_50000,2018
C-678411,2010-06-13,Servicios Unidos,4145969,,,bench_norm_50000,2010
C-384080,2016-01-01,Global Supply,1813984,,,bench_norm_50000,2016
C-113625,2013-05-07,Tech Solutions,2506376,,,bench_norm_50000,2013
C-341859,2019-10-27,Global Supply,2588594,,,bench_norm_50000,2020
C-761524,2012-04-29,Tech Solutions,8212328,,,bench_norm_50000,2012
C-359484,2015-10-21,Construcciones PR,8763169,,,bench_norm_50000,2016
C-243542,2015-06-12,Global Supply,1642147,,,bench_norm_50000,2015
C-632570,2013-03-26,Bajos LLC,3853750,,,bench_norm_50000,2013
C-963972,2019-04-12,Acme Corp,3097076,,,bench_norm_50000,2019
C-667965,2012-08-25,Servicios Unidos,5495010,,,bench_norm_50000,2012
C-245725,2016-05-18,Global Supply,4678704,,,bench_norm_50000,2016
C-070431,2013-11-20,Global Supply,7263518,,,bench_norm_50000,2014
C-165455,2010-09-02,Construcciones PR,4301818,,,bench_norm_50000,2010
C-317186,2016-01-17,Servicios Unidos,1101692,,,bench_norm_50000,2016
C-592298,2018-03-11,Bajos LLC,9043214,,,bench_norm_50000,2018
C-975516,2016-06-17,Universal Contractors,381358,,,bench_norm_50000,2016
C-440783,2019-07-17,Island Builders,7718148,,,bench_norm_50000,2019
C-507691,2016-05-22,Global Supply,5700659,,,bench_norm_50000,2016
C-739631,2019-01-15,Servicios Unidos,5331154,,,bench_norm_50000,2019
C-488638,2012-07-22,Tech Solutions,7882752,,,bench_norm_50000,2012
C-419472,2015-01-27,Servicios Unidos,6399078,,,bench_norm_50000,2015
C-851644,2015-09-15,Construcciones PR,1922248,,,bench_norm_50000,2015
C-312428,2014-03-05,Acme Corp,3721540,,,bench_norm_50000,2014
C-100963,2018-06-04,Marina Holdings,5712663,,,bench_norm_50000,2018
C-858457,2011-09-05,Construcciones PR,7324693,,,bench_norm_50000,2011
C-086295,2013-06-06,Marina Holdings,760293,,,bench_norm_50000,2013
C-184562,2014-06-16,Universal Contractors,8328122,,,bench_norm_50000,2014
C-569099,2018-01-21,Island Builders,8071557,,,bench_norm_50000,2018
C-392403,2014-08-04,Island Builders,3953945,,,bench_norm_50000,2014
C-058128,2012-04-17,Island Builders,9622453,,,bench_norm_50000,2012
C-917120,2014-04-06,Marina Holdings,2058382,,,bench_norm_50000,2014
C-100166,2013-06-21,Acme Corp,5585952,,,bench_norm_50000,2013
C-831666,2014-01-03,Servicios Unidos,5689679,,,bench_norm_50000,2014
C-202902,2018-08-03,Marina Holdings,6814776,,,bench_norm_50000,2018
C-066794,2012-10-12,Servicios Unidos,5960251,,,bench_norm_50000,2013
C-443626,2015-03-25,Global Supply,7183036,,,bench_norm_50000,2015
C-117146,2012-04-01,Island Builders,6810892,,,bench_norm_50000,2012
C-962552,2010-04-29,Tech Solutions,1755710,,,bench_norm_50000,2010
C-782900,2014-08-05,Acme Corp,8682147,,,bench_norm_50000,2014
C-540306,2011-02-19,Island Builders,2286584,,,bench_norm_50000,2011
C-757980,2016-03-28,Tech Solutions,2851059,,,bench_norm_50000,2016
C-391324,2018-07-19,Marina Holdings,514730,,,bench_norm_50000,2018
C-210600,2014-12-13,Servicios Unidos,9653803,,,bench_norm_50000,2015
C-288886,2013-02-04,Bajos LLC,743675,,,bench_norm_50000,2013
C-335670,2018-02-09,Acme Corp,7508882,,,bench_norm_50000,2018
C-583305,2019-08-11,Global Supply,9082949,,,bench_norm_50000,2019
C-230498,2015-08-21,Island Builders,2557383,,,bench_norm_50000,2015
C-142125,2011-05-11,Servicios Unidos,4554213,,,bench_norm_50000,2011
C-663620,2010-01-31,Construcciones PR,7375907,,,bench_norm_50000,2010
C-594088,2018-08-11,Bajos LLC,7365824,,,bench_norm_50000,2018
C-330951,2014-09-30,Global Supply,1273915,,,bench_norm_50000,2014
C-291942,2015-04-10,Island Builders,2100948,,,bench_norm_50000,2015
C-779370,2018-04-18,Island Builders,9301834,,,bench_norm_50000,2018
C-374206,2014-12-06,Bajos LLC,1580898,,,bench_norm_50000,2015
C-813731,2014-10-23,Acme Corp,9805569,,,bench_norm_50000,2015
C-966620,2011-09-23,Global Supply,5714994,,,bench_norm_50000,2011
C-396102,2010-01-11,Tech Solutions,1923663,,,bench_norm_50000,2010
C-740428,2015-04-09,Marina Holdings,7435353,,,bench_norm_50000,2015
C-661435,2019-06-07,Tech Solutions,2987488,,,bench_norm_50000,2019
C-332613,2013-02-23,Bajos LLC,613558,,,bench_norm_50000,2013
C-200245,2012-09-16,Island Builders,5039702,,,bench_norm_50000,2012
C-498840,2012-05-15,Universal Contractors,2668253,,,bench_norm_50000,2012
C-933362,2013-02-14,Servicios Unidos,6720770,,,bench_norm_50000,2013
C-949227,2014-01-24,Servicios Unidos,2177102,,,bench_norm_50000,2014
C-065897,2017-07-01,Acme Corp,9642310,,,bench_norm_50000,2017
C-678502,2015-12-30,Universal Contractors,5460505,,,bench_norm_50000,2016
C-825265,2017-11-24,Island Builders,9769512,,,bench_norm_50000,2018
C-976918,2013-12-16,Construcciones PR,2179422,,,bench_norm_50000,2014
C-636425,2019-12-14,Acme Corp,7779595,,,bench_norm_50000,2020
C-413714,2015-12-11,Marina Holdings,2056530,,,bench_norm_50000,2016
C-699288,2014-03-27,Construcciones PR,4178662,,,bench_norm_50000,2014
C-648809,2014-06-05,Island Builders,1969623,,,bench_norm_50000,2014
C-378834,2014-06-20,Construcciones PR,3929236,,,bench_norm_50000,2014
C-030573,2012-01-12,Construcciones PR,7950286,,,bench_norm_50000,2012
C-663225,2013-07-24,Bajos LLC,2168524,,,bench_norm_50000,2013
C-610132,2016-03-31,Global Supply,3193360,,,bench_norm_50000,2016
C-536789,2017-03-03,Island Builders,9428978,,,bench_norm_50000,2017
C-556097,2016-04-12,Construcciones PR,7711380,,,bench_norm_50000,2016
C-415481,2013-07-02,Acme Corp,212303,,,bench_norm_50000,2013
C-072127,2019-06-11,Island Builders,7725976,,,bench_norm_50000,2019
C-358517,2015-08-16,Universal Contractors,5354877,,,bench_norm_50000,2015
C-830015,2010-02-14,Acme Corp,3613611,,,bench_norm_50000,2010
C-955793,2010-04-13,Universal Contractors,3630803,,,bench_norm_50000,2010
C-031169,2015-09-15,Bajos LLC,2459815,,,bench_norm_50000,2015
C-199170,2010-08-03,Construcciones PR,3464711,,,bench_norm_50000,2010
C-401900,2015-07-29,Acme Corp,8584229,,,bench_norm_50000,2015
C-229178,2017-04-01,Universal Contractors,8846908,,,bench_norm_50000,2017
C-262112,2017-02-24,Construcciones PR,3491040,,,bench_norm_50000,2017
C-081634,2014-05-15,Bajos LLC,7527474,,,bench_norm_50000,2014
C-233344,2012-02-26,Acme Corp,507996,,,bench_norm_50000,2012
C-970787,2016-02-17,Global Supply,2272739,,,bench_norm_50000,2016
C-981952,2019-02-14,Global Supply,8870887,,,bench_norm_50000,2019
C-653831,2018-02-06,Servicios Unidos,8266899,,,bench_norm_50000,2018
C-838774,2012-11-24,Construcciones PR,6681957,,,bench_norm_50000,2013
C-733345,2012-06-15,Global Supply,4673403,,,bench_norm_50000,2012
C-453348,2011-06-20,Bajos LLC,7370663,,,bench_norm_50000,2011
C-031376,2015-08-30,Tech Solutions,5131749,,,bench_norm_50000,2015
C-657547,2016-08-20,Island Builders,7683940,,,bench_norm_50000,2016
C-436852,2010-03-25,Global Supply,9604963,,,bench_norm_50000,2010
C-956127,2011-06-14,Bajos LLC,1782321,,,bench_norm_50000,2011
C-767769,2018-06-15,Marina Holdings,6232833,,,bench_norm_50000,2018
C-066592,2016-09-29,Universal Contractors,7336170,,,bench_norm_50000,2016
C-145871,2010-08-28,Servicios Unidos,3360767,,,bench_norm_50000,2010
C-387930,2018-07-01,Acme Corp,9902128,,,bench_norm_50000,2018
C-136382,2011-06-21,Marina Holdings,5771543,,,bench_norm_50000,2011
C-542812,2012-10-29,Construcciones PR,3667383,,,bench_norm_50000,2013
C-630341,2018-03-13,Global Supply,2185922,,,bench_norm_50000,2018
C-186551,2014-04-08,Universal Contractors,6025259,,,bench_norm_50000,2014
C-512260,2010-10-09,Tech Solutions,4622326,,,bench_norm_50000,2011
C-636588,2011-12-19,Construcciones PR,7776652,,,bench_norm_50000,2012
C-630810,2012-01-24,Island Builders,2855151,,,bench_norm_50000,2012
C-987637,2019-11-25,Construcciones PR,482180,,,bench_norm_50000,2020
C-655299,2015-01-08,Tech Solutions,9603705,,,bench_norm_50000,2015
C-330789,2019-12-26,Acme Corp,2182950,,,bench_norm_50000,2020
C-353855,2010-01-16,Universal Contractors,7602378,,,bench_norm_50000,2010
C-678921,2015-09-26,Servicios Unidos,8962710,,,bench_norm_50000,2015
C-647270,2018-01-06,Tech Solutions,7042095,,,bench_norm_50000,2018
C-051906,2014-08-20,Construcciones PR,4838750,,,bench_norm_50000,2014
C-689040,2011-11-20,Global Supply,4207018,,,bench_norm_50000,2012
C-538171,2019-12-15,Universal Contractors,5370430,,,bench_norm_50000,2020
C-259551,2010-10-21,Bajos LLC,2108980,,,bench_norm_50000,2011
C-792704,2011-11-15,Marina Holdings,29758,,,bench_norm_50000,2012
C-693262,2019-12-10,Bajos LLC,946410,,,bench_norm_50000,2020
C-239453,2010-08-30,Global Supply,5942235,,,bench_norm_50000,2010
C-407729,2019-01-27,Island Builders,9813316,,,bench_norm_50000,2019
C-457819,2012-09-02,Construcciones PR,6936610,,,bench_norm_50000,2012
C-552969,2010-11-30,Servicios Unidos,2688119,,,bench_norm_50000,2011
C-668967,2014-02-17,Universal Contractors,969418,,,bench_norm_50000,2014
C-933037,2013-06-11,Servicios Unidos,4781037,,,bench_norm_50000,2013
C-169705,2011-01-19,Bajos LLC,6305549,,,bench_norm_50000,2011
C-851833,2019-06-05,Bajos LLC,2277493,,,bench_norm_50000,2019
C-699164,2012-03-22,Tech Solutions,3356333,,,bench_norm_50000,2012
C-946969,2016-04-28,Acme Corp,831111,,,bench_norm_50000,2016
C-769784,2015-06-18,Island Builders,5134441,,,bench_norm_50000,2015
C-031849,2012-08-21,Construcciones PR,2970639,,,bench_norm_50000,2012
C-187391,2012-09-26,Universal Contractors,7784754,,,bench_norm_50000,2012
C-555547,2012-01-21,Island Builders,8522762,,,bench_norm_50000,2012
C-087411,2018-03-06,Servicios Unidos,5526584,,,bench_norm_50000,2018
C-189717,2013-02-28,Acme Corp,5261433,,,bench_norm_50000,2013
C-140395,2011-03-16,Island Builders,381025,,,bench_norm_50000,2011
C-966365,2014-11-26,Servicios Unidos,4792234,,,bench_norm_50000,2015
C-253428,2010-12-28,Servicios Unidos,5333187,,,bench_norm_50000,2011
C-429054,2015-02-07,Tech Solutions,465708,,,bench_norm_50000,2015
C-654277,2012-05-10,Island Builders,5969784,,,bench_norm_50000,2012
C-664566,2016-10-28,Servicios Unidos,8761344,,,bench_norm_50000,2017
C-945228,2015-11-13,Acme Corp,2408752,,,bench_norm_50000,2016
C-970189,2015-10-13,Universal Contractors,656250,,,bench_norm_50000,2016
C-276471,2012-01-30,Tech Solutions,5506211,,,bench_norm_50000,2012
C-633860,2018-11-05,Tech Solutions,5774201,,,bench_norm_50000,2019
C-410265,2013-06-12,Global Supply,6894437,,,bench_norm_50000,2013
C-433580,2018-01-16,Acme Corp,8070950,,,bench_norm_50000,2018
C-612014,2017-03-08,Acme Corp,722447,,,bench_norm_50000,2017
C-977775,2012-12-30,Marina Holdings,4024576,,,bench_norm_50000,2013
C-127743,2017-12-12,Acme Corp,7199030,,,bench_norm_50000,2018
C-100502,2018-10-28,Global Supply,8658913,,,bench_norm_50000,2019
C-208923,2011-02-07,Bajos LLC,7710422,,,bench_norm_50000,2011
C-683476,2011-12-13,Universal Contractors,6453588,,,bench_norm_50000,2012
C-955770,2010-12-19,Marina Holdings,314704,,,bench_norm_50000,2011
C-102372,2012-02-12,Global Supply,5177191,,,bench_norm_50000,2012
C-294011,2015-11-24,Marina Holdings,715441,,,bench_norm_50000,2016
C-551009,2010-08-29,Acme Corp,7608476,,,bench_norm_50000,2010
C-812779,2012-10-21,Acme Corp,9392475,,,bench_norm_50000,2013
C-725950,2015-01-01,Construcciones PR,2337257,,,bench_norm_50000,2015
C-388146,2011-10-07,Marina Holdings,4122388,,,bench_norm_50000,2012
C-570308,2018-04-22,Island Builders,2591563,,,bench_norm_50000,2018
C-767950,2015-04-20,Acme Corp,9046258,,,bench_norm_50000,2015
C-328816,2018-05-07,Universal Contractors,8604563,,,bench_norm_50000,2018
C-304992,2012-09-13,Bajos LLC,7312910,,,bench_norm_50000,2012
C-959726,2013-12-13,Marina Holdings,7145996,,,bench_norm_50000,2014
C-216475,2014-11-14,Tech Solutions,1846432,,,bench_norm_50000,2015
C-773993,2013-11-29,Tech Solutions,6701093,,,bench_norm_50000,2014
C-437672,2018-05-14,Construcciones PR,8621285,,,bench_norm_50000,2018
C-020937,2016-12-12,Universal Contractors,3343690,,,bench_norm_50000,2017
C-693852,2015-01-18,Island Builders,1939531,,,bench_norm_50000,2015
C-833631,2019-12-21,Marina Holdings,9659026,,,bench_norm_50000,2020
C-539285,2010-06-09,Bajos LLC,7637080,,,bench_norm_50000,2010
C-286841,2013-06-23,Global Supply,483280,,,bench_norm_50000,2013
C-875189,2017-08-18,Island Builders,677421,,,bench_norm_50000,2017
C-975846,2011-12-12,Bajos LLC,9927761,,,bench_norm_50000,2012
C-406665,2011-09-02,Universal Contractors,4611361,,,bench_norm_50000,2011
C-550871,2016-08-08,Tech Solutions,246553,,,bench_norm_50000,2016
C-526314,2018-12-24,Universal Contractors,7906911,,,bench_norm_50000,2019
C-762165,2011-12-14,Marina Holdings,4976563,,,bench_norm_50000,2012
C-100694,2016-03-22,Island Builders,3087737,,,bench_norm_50000,2016
C-445152,2017-05-06,Island Builders,415660,,,bench_norm_50000,2017
C-670939,2015-11-25,Tech Solutions,2488209,,,bench_norm_50000,2016
C-198530,2015-11-27,Tech Solutions,7205376,,,bench_norm_50000,2016
C-226428,2018-12-22,Universal Contractors,517634,,,bench_norm_50000,2019
C-504045,2013-01-20,Tech Solutions,5778154,,,bench_norm_50000,2013
C-504261,2017-07-09,Construcciones PR,9779372,,,bench_norm_50000,2017
C-601602,2016-03-06,Construcciones PR,7246517,,,bench_norm_50000,2016
C-981146,2018-10-14,Bajos LLC,1921222,,,bench_norm_50000,2019
C-139382,2013-01-23,Global Supply,8310625,,,bench_norm_50000,2013
C-847419,2016-08-12,Servicios Unidos,7301825,,,bench_norm_50000,2016
C-408833,2017-06-28,Tech Solutions,7382829,,,bench_norm_50000,2017
C-782079,2018-07-22,Island Builders,2573370,,,bench_norm_50000,2018
C-779877,2017-10-30,Bajos LLC,9863677,,,bench_norm_50000,2018
C-101750,2013-02-09,Global Supply,318775,,,bench_norm_50000,2013
C-337143,2019-06-22,Acme Corp,5101264,,,bench_norm_50000,2019
C-517833,2015-02-22,Construcciones PR,4203649,,,bench_norm_50000,2015
C-082120,2019-07-22,Global Supply,4755706,,,bench_norm_50000,2019
C-970112,2015-01-06,Bajos LLC,4314766,,,bench_norm_50000,2015
C-972624,2017-06-01,Global Supply,3823631,,,bench_norm_50000,2017
