contract_id,award_date,vendor_name,obligated_amount,agency_name,pop_state,source_file,fiscal_year
C-355295,2019-02-20,Island Builders,3949258,,,bench_norm_10000,2019
C-803568,2015-06-06,Servicios Unidos,1433008,,,bench_norm_10000,2015
C-981449,2015-05-28,Acme Corp,313775,,,bench_norm_10000,2015
C-543356,2018-09-04,Global Supply,2633182,,,bench_norm_10000,2018
C-830250,2015-05-09,Acme Corp,2937514,,,bench_norm_10000,2015
C-139888,2018-11-28,Tech Solutions,2900180,,,bench_norm_10000,2019
C-465120,2017-07-06,Servicios Unidos,2774541,,,bench_norm_10000,2017
C-300591,2015-11-02,Global Supply,2122988,,,bench_norm_10000,2016
C-212274,2015-11-10,Construcciones PR,5069097,,,bench_norm_10000,2016
C-948580,2010-12-13,Servicios Unidos,650438,,,bench_norm_10000,2011
C-408864,2013-02-09,Tech Solutions,9661615,,,bench_norm_10000,2013
C-283726,2015-03-23,Marina Holdings,2667111,,,bench_norm_10000,2015
C-106843,2017-03-11,Construcciones PR,4817350,,,bench_norm_10000,2017
C-991535,2019-04-14,Construcciones PR,8718121,,,bench_norm_10000,2019
C-278629,2012-06-19,Construcciones PR,1457749,,,bench_norm_10000,2012
C-499933,2017-01-30,Universal Contractors,8048833,,,bench_norm_10000,2017
C-420682,2017-12-05,Universal Contractors,6072124,,,bench_norm_10000,2018
C-375278,2017-02-26,Construcciones PR,8585024,,,bench_norm_10000,2017
C-298178,2015-11-29,Bajos LLC,8653651,,,bench_norm_10000,2016
C-791170,2018-01-30,Island Builders,9368924,,,bench_norm_10000,2018
C-916655,2010-08-27,Servicios Unidos,316021,,,bench_norm_10000,2010
C-721593,2011-10-08,Bajos LLC,7750735,,,bench_norm_10000,2012
C-671153,2014-05-14,Acme Corp,2907698,,,bench_norm_10000,2014
C-003040,2015-11-09,Servicios Unidos,1700368,,,bench_norm_10000,2016
C-444331,2017-10-13,Island Builders,6171318,,,bench_norm_10000,2018
C-200386,2010-02-08,Marina Holdings,8237513,,,bench_norm_10000,2010
C-365502,2014-10-06,Universal Contractors,3076513,,,bench_norm_10000,2015
C-057132,2013-02-28,Global Supply,8031457,,,bench_norm_10000,2013
C-520945,2017-02-10,Universal Contractors,2840443,,,bench_norm_10000,2017
C-779112,2017-01-17,Acme Corp,8814479,,,bench_norm_10000,2017
C-789439,2011-10-11,Servicios Unidos,6671384,,,bench_norm_10000,2012
C-989768,2013-02-28,Acme Corp,6535509,,,bench_norm_10000,2013
C-969065,2012-04-22,Servicios Unidos,1348209,,,bench_norm_10000,2012
C-825584,2011-07-09,Universal Contractors,66828,,,bench_norm_10000,2011
C-194689,2014-01-25,Acme Corp,573580,,,bench_norm_10000,2014
C-779763,2012-07-31,Servicios Unidos,9282877,,,bench_norm_10000,2012
C-258760,2011-08-26,Marina Holdings,834040,,,bench_norm_10000,2011
C-894482,2018-10-09,Construcciones PR,1620051,,,bench_norm_10000,2019
C-855596,2019-03-05,Universal Contractors,9232547,,,bench_norm_10000,2019
C-986158,2010-01-16,Tech Solutions,9186282,,,bench_norm_10000,2010
C-723114,2018-08-12,Tech Solutions,6936107,,,bench_norm_10000,2018
C-715121,2017-04-17,Island Builders,683855,,,bench_norm_10000,2017
C-357404,2014-09-06,Island Builders,4682080,,,bench_norm_10000,2014
C-907757,2011-06-22,Universal Contractors,6152626,,,bench_norm_10000,2011
C-572001,2016-06-11,Marina Holdings,4573436,,,bench_norm_10000,2016
C-732371,2016-05-10,Construcciones PR,3215164,,,bench_norm_10000,2016
C-234802,2016-07-28,Tech Solutions,1295836,,,bench_norm_10000,2016
C-503263,2018-12-24,Tech Solutions,2158348,,,bench_norm_10000,2019
C-665158,2011-08-15,Island Builders,9279793,,,bench_norm_10000,2011
C-702664,2019-08-31,Servicios Unidos,6903606,,,bench_norm_10000,2019
C-049020,2018-08-19,Marina Holdings,7241278,,,bench_norm_10000,2018
C-697008,2013-11-30,Global Supply,8048179,,,bench_norm_10000,2014
C-375721,2017-12-05,Bajos LLC,5156699,,,bench_norm_10000,2018
C-173545,2018-05-10,Global Supply,1528068,,,bench_norm_10000,2018
C-043538,2010-04-20,Marina Holdings,5352971,,,bench_norm_10000,2010
C-049925,2019-04-15,Acme Corp,239685,,,bench_norm_10000,2019
C-339936,2013-04-29,Marina Holdings,9026463,,,bench_norm_10000,2013
C-373646,2016-01-17,Global Supply,5610915,,,bench_norm_10000,2016
C-722199,2017-02-10,Construcciones PR,4805091,,,bench_norm_10000,2017
C-531614,2019-07-14,Marina Holdings,1942901,,,bench_norm_10000,2019
C-018956,2016-10-12,Acme Corp,7063864,,,bench_norm_10000,2017
C-812058,2013-05-11,Construcciones PR,1642738,,,bench_norm_10000,2013
C-122932,2011-01-08,Marina Holdings,7494819,,,bench_norm_10000,2011
C-276892,2018-05-30,Bajos LLC,8038570,,,bench_norm_10000,2018
C-684784,2015-04-17,Island Builders,7139344,,,bench_norm_10000,2015
C-204492,2016-01-06,Marina Holdings,5448503,,,bench_norm_10000,2016
C-954798,2016-03-13,Construcciones PR,2184481,,,bench_norm_10000,2016
C-772502,2011-11-29,Bajos LLC,8340437,,,bench_norm_10000,2012
C-931650,2017-03-05,Bajos LLC,6285182,,,bench_norm_10000,2017
C-633814,2012-11-27,Servicios Unidos,4529354,,,bench_norm_10000,2013
C-500495,2010-01-18,Servicios Unidos,8996488,,,bench_norm_10000,2010
C-319195,2011-11-11,Bajos LLC,9619028,,,bench_norm_10000,2012
C-501997,2010-02-17,Global Supply,1609890,,,bench_norm_10000,2010
C-958931,2012-09-18,Universal Contractors,7833829,,,bench_norm_10000,2012
C-102234,2016-01-24,Island Builders,545452,,,bench_norm_10000,2016
C-360136,2011-12-08,Island Builders,7415554,,,bench_norm_10000,2012
C-736546,2019-03-10,Bajos LLC,274662,,,bench_norm_10000,2019
C-792657,2013-10-11,Tech Solutions,5527265,,,bench_norm_10000,2014
C-390307,2013-01-21,Global Supply,3141519,,,bench_norm_10000,2013
C-443335,2015-11-11,Acme Corp,4832772,,,bench_norm_10000,2016
C-602261,2017-04-07,Marina Holdings,8037448,,,bench_norm_10000,2017
C-133159,2010-08-28,Island Builders,7739257,,,bench_norm_10000,2010
C-475816,2016-11-13,Acme Corp,8357165,,,bench_norm_10000,2017
C-907052,2012-08-01,Global Supply,1938422,,,bench_norm_10000,2012
C-400761,2015-10-09,Acme Corp,4478827,,,bench_norm_10000,2016
C-745827,2011-10-19,Construcciones PR,1876383,,,bench_norm_10000,2012
C-489668,2011-01-18,Tech Solutions,3868414,,,bench_norm_10000,2011
C-630447,2016-07-12,Global Supply,9203477,,,bench_norm_10000,2016
C-790719,2015-11-18,Servicios Unidos,292269,,,bench_norm_10000,2016
C-571883,2012-10-26,Global Supply,9221302,,,bench_norm_10000,2013
C-841506,2011-02-24,Acme Corp,7880362,,,bench_norm_10000,2011
C-376792,2012-04-28,Island Builders,5831574,,,bench_norm_10000,2012
C-703659,2015-10-27,Acme Corp,5748043,,,bench_norm_10000,2016
C-321210,2010-07-27,Island Builders,5260498,,,bench_norm_10000,2010
C-122877,2019-03-08,Global Supply,5387320,,,bench_norm_10000,2019
C-710285,2012-01-05,Tech Solutions,7616021,,,bench_norm_10000,2012
C-326872,2017-08-16,Servicios Unidos,3805962,,,bench_norm_10000,2017
C-522832,2019-09-22,Global Supply,3498988,,,bench_norm_10000,2019
C-630464,2019-07-10,Acme Corp,4725268,,,bench_norm_10000,2019
C-059582,2013-11-24,Construcciones PR,4367620,,,bench_norm_10000,2014
C-691818,2019-08-28,Universal Contractors,4761217,,,bench_norm_10000,2019
C-821462,2013-07-01,Servicios Unidos,8099925,,,bench_norm_10000,2013
C-801931,2012-10-11,Global Supply,8795468,,,bench_norm_10000,2013
C-772419,2016-02-13,Tech Solutions,259211,,,bench_norm_10000,2016
C-362901,2016-06-04,Servicios Unidos,934287,,,bench_norm_10000,2016
C-656856,2019-03-29,Global Supply,8664428,,,bench_norm_10000,2019
C-022938,2011-05-27,Global Supply,7656842,,,bench_norm_10000,2011
C-144952,2019-04-24,Marina Holdings,7007319,,,bench_norm_10000,2019
C-126924,2013-11-16,Global Supply,7185788,,,bench_norm_10000,2014
C-484792,2013-09-29,Marina Holdings,5176323,,,bench_norm_10000,2013
C-246629,2017-10-09,Servicios Unidos,9719457,,,bench_norm_10000,2018
C-516399,2012-03-05,Construcciones PR,186847,,,bench_norm_10000,2012
C-699713,2016-10-30,Acme Corp,1976163,,,bench_norm_10000,2017
C-998849,2012-02-11,Bajos LLC,9979767,,,bench_norm_10000,2012
C-398716,2018-11-26,Servicios Unidos,640595,,,bench_norm_10000,2019
C-225845,2018-07-31,Tech Solutions,1573778,,,bench_norm_10000,2018
C-896646,2014-03-26,Island Builders,1069980,,,bench_norm_10000,2014
C-217298,2012-08-06,Servicios Unidos,111852,,,bench_norm_10000,2012
C-340717,2012-06-19,Marina Holdings,5579851,,,bench_norm_10000,2012
C-428326,2017-02-24,Island Builders,6683567,,,bench_norm_10000,2017
C-011722,2011-02-28,Servicios Unidos,9865137,,,bench_norm_10000,2011
C-750932,2018-04-22,Servicios Unidos,8524094,,,bench_norm_10000,2018
C-222049,2016-07-08,Island Builders,1241151,,,bench_norm_10000,2016
C-760052,2016-07-20,Tech Solutions,8277683,,,bench_norm_10000,2016
C-439119,2018-06-06,Bajos LLC,3804991,,,bench_norm_10000,2018
C-547326,2017-07-10,Global Supply,4806834,,,bench_norm_10000,2017
C-124544,2015-07-04,Tech Solutions,697130,,,bench_norm_10000,2015
C-725219,2010-07-31,Construcciones PR,6560936,,,bench_norm_10000,2010
C-439057,2018-01-18,Servicios Unidos,217308,,,bench_norm_10000,2018
C-047684,2014-12-04,Acme Corp,1880792,,,bench_norm_10000,2015
C-247251,2012-05-09,Island Builders,1924759,,,bench_norm_10000,2012
C-696778,2015-04-03,Bajos LLC,7830818,,,bench_norm_10000,2015
C-469762,2018-04-22,Tech Solutions,2089868,,,bench_norm_10000,2018
C-633735,2015-12-03,Tech Solutions,8652637,,,bench_norm_10000,2016
C-758381,2011-09-19,Marina Holdings,8583878,,,bench_norm_10000,2011
C-812390,2017-06-06,Acme Corp,2285962,,,bench_norm_10000,2017
C-968175,2011-06-25,Global Supply,1603295,,,bench_norm_10000,2011
C-066057,2014-04-12,Tech Solutions,4183273,,,bench_norm_10000,2014
C-183679,2019-08-28,Bajos LLC,4810276,,,bench_norm_10000,2019
C-508412,2016-09-22,Construcciones PR,3093950,,,bench_norm_10000,2016
C-920451,2013-03-18,Marina Holdings,305456,,,bench_norm_10000,2013
C-085198,2015-05-04,Acme Corp,5644183,,,bench_norm_10000,2015
C-508041,2019-02-28,Tech Solutions,8005782,,,bench_norm_10000,2019
C-503461,2016-09-28,Acme Corp,7768751,,,bench_norm_10000,2016
C-399500,2014-01-14,Marina Holdings,5905791,,,bench_norm_10000,2014
C-132119,2013-11-09,Bajos LLC,3279169,,,bench_norm_10000,2014
C-420547,2019-01-28,Island Builders,9183517,,,bench_norm_10000,2019
C-317965,2018-05-24,Acme Corp,5684557,,,bench_norm_10000,2018
C-961517,2017-07-25,Acme Corp,3224687,,,bench_norm_10000,2017
C-402897,2011-02-11,Global Supply,7769055,,,bench_norm_10000,2011
C-109797,2012-09-22,Universal Contractors,8871619,,,bench_norm_10000,2012
C-554601,2018-05-28,Universal Contractors,6019877,,,bench_norm_10000,2018
C-111414,2014-10-02,Construcciones PR,8925740,,,bench_norm_10000,2015
C-917681,2015-06-09,Global Supply,7433182,,,bench_norm_10000,2015
C-261134,2016-11-16,Tech Solutions,4666854,,,bench_norm_10000,2017
C-170651,2014-08-03,Island Builders,5936203,,,bench_norm_10000,2014
C-747250,2015-06-14,Marina Holdings,6018042,,,bench_norm_10000,2015
C-366678,2018-03-02,Global Supply,2343373,,,bench_norm_10000,2018
C-640947,2013-09-06,Construcciones PR,7886002,,,bench_norm_10000,2013
C-125861,2015-10-27,Global Supply,242295,,,bench_norm_10000,2016
C-889451,2012-11-01,Servicios Unidos,658880,,,bench_norm_10000,2013
C-242610,2018-09-15,Tech Solutions,8233088,,,bench_norm_10000,2018
C-205582,2019-11-26,Tech Solutions,2052922,,,bench_norm_10000,2020
C-404376,2010-06-03,Global Supply,5779685,,,bench_norm_10000,2010
C-368954,2010-11-29,Global Supply,3177562,,,bench_norm_10000,2011
C-328763,2012-12-01,Marina Holdings,1933865,,,bench_norm_10000,2013
C-715958,2012-08-18,Servicios Unidos,4532892,,,bench_norm_10000,2012
C-654279,2018-05-25,Servicios Unidos,5008378,,,bench_norm_10000,2018
C-881267,2010-02-24,Island Builders,6877145,,,bench_norm_10000,2010
C-987049,2018-04-07,Universal Contractors,131682,,,bench_norm_10000,2018
C-781895,2015-05-14,Construcciones PR,5825969,,,bench_norm_10000,2015
C-533439,2017-03-12,Bajos LLC,2349937,,,bench_norm_10000,2017
C-001857,2011-08-23,Tech Solutions,4481572,,,bench_norm_10000,2011
C-882077,2018-11-26,Construcciones PR,7695798,,,bench_norm_10000,2019
C-082318,2011-08-31,Bajos LLC,4625276,,,bench_norm_10000,2011
C-800513,2018-07-10,Island Builders,725668,,,bench_norm_10000,2018
C-248717,2015-10-29,Construcciones PR,5921576,,,bench_norm_10000,2016
C-344515,2017-04-10,Acme Corp,4846862,,,bench_norm_10000,2017
C-274661,2016-02-13,Global Supply,346815,,,bench_norm_10000,2016
C-516498,2016-03-28,Servicios Unidos,1177780,,,bench_norm_10000,2016
C-579918,2013-01-06,Acme Corp,7650902,,,bench_norm_10000,2013
C-798554,2011-11-15,Universal Contractors,674455,,,bench_norm_10000,2012
C-077979,2014-01-03,Construcciones PR,4787294,,,bench_norm_10000,2014
C-165672,2015-02-28,Island Builders,6286080,,,bench_norm_10000,2015
C-840201,2013-07-07,Bajos LLC,3615745,,,bench_norm_10000,2013
C-176683,2010-03-31,Global Supply,4268627,,,bench_norm_10000,2010
C-057434,2016-11-07,Island Builders,3705964,,,bench_norm_10000,2017
C-251049,2015-05-18,Universal Contractors,9719533,,,bench_norm_10000,2015
C-844092,2019-09-03,Global Supply,4205466,,,bench_norm_10000,2019
C-161790,2010-11-13,Global Supply,9450938,,,bench_norm_10000,2011
C-871494,2019-12-09,Marina Holdings,1265917,,,bench_norm_10000,2020
C-777109,2010-11-12,Servicios Unidos,6653496,,,bench_norm_10000,2011
C-701553,2018-07-14,Island Builders,5581212,,,bench_norm_10000,2018
C-562148,2018-11-24,Bajos LLC,796145,,,bench_norm_10000,2019
C-022136,2018-06-13,Universal Contractors,4631094,,,bench_norm_10000,2018
C-284989,2016-12-24,Universal Contractors,3355697,,,bench_norm_10000,2017
C-149313,2011-11-15,Island Builders,4133878,,,bench_norm_10000,2012
C-005867,2019-12-07,Island Builders,8248275,,,bench_norm_10000,2020
C-403625,2010-02-25,Marina Holdings,7105273,,,bench_norm_10000,2010
C-493188,2018-06-14,Island Builders,9949847,,,bench_norm_10000,2018
C-333797,2015-03-21,Marina Holdings,4091089,,,bench_norm_10000,2015
C-457191,2019-04-02,Island Builders,9293046,,,bench_norm_10000,2019
C-931613,2015-03-03,Servicios Unidos,3461790,,,bench_norm_10000,2015
C-282866,2011-12-28,Servicios Unidos,4584325,,,bench_norm_10000,2012
C-852064,2018-09-18,Island Builders,5129895,,,bench_norm_10000,2018
C-670497,2010-07-07,Tech Solutions,2255974,,,bench_norm_10000,2010
C-465297,2017-12-22,Tech Solutions,8541676,,,bench_norm_10000,2018
C-500724,2016-08-24,Servicios Unidos,5336316,,,bench_norm_10000,2016
C-877292,2012-03-07,Servicios Unidos,1600553,,,bench_norm_10000,2012
C-166635,2010-09-07,Marina Holdings,9980590,,,bench_norm_10000,2010
C-131471,2014-08-13,Construcciones PR,1572467,,,bench_norm_10000,2014
C-356389,2017-01-28,Servicios Unidos,9474496,,,bench_norm_10000,2017
C-766069,2013-03-28,Construcciones PR,5079950,,,bench_norm_10000,2013
C-098873,2016-08-20,Acme Corp,86895,,,bench_norm_10000,2016
C-644917,2013-05-14,Acme Corp,31142,,,bench_norm_10000,2013
C-126100,2012-07-06,Marina Holdings,2118493,,,bench_norm_10000,2012
C-864947,2016-01-30,Marina Holdings,6579731,,,bench_norm_10000,2016
C-928028,2011-05-21,Servicios Unidos,946305,,,bench_norm_10000,2011
C-294503,2017-01-23,Universal Contractors,3611442,,,bench_norm_10000,2017
C-593333,2014-03-08,Tech Solutions,2357325,,,bench_norm_10000,2014
C-870265,2014-07-07,Tech Solutions,5490691,,,bench_norm_10000,2014
C-918931,2014-03-29,Global Supply,4949368,,,bench_norm_10000,2014
C-467209,2012-11-13,Acme Corp,9973880,,,bench_norm_10000,2013
C-079088,2014-10-01,Acme Corp,7983201,,,bench_norm_10000,2015
C-265982,2016-01-30,Servicios Unidos,1495755,,,bench_norm_10000,2016
C-278646,2011-10-26,Global Supply,8393020,,,bench_norm_10000,2012
C-616460,2017-07-08,Universal Contractors,6204496,,,bench_norm_10000,2017
C-212969,2011-11-02,Servicios Unidos,7378033,,,bench_norm_10000,2012
C-349166,2014-04-11,Universal Contractors,4055416,,,bench_norm_10000,2014
C-884414,2019-10-06,Servicios Unidos,7082681,,,bench_norm_10000,2020
C-670975,2010-06-20,Construcciones PR,4008878,,,bench_norm_10000,2010
C-510137,2017-11-04,Servicios Unidos,9445333,,,bench_norm_10000,2018
C-037676,2010-04-18,Acme Corp,419577,,,bench_norm_10000,2010
C-998375,2011-10-16,Universal Contractors,2963998,,,bench_norm_10000,2012
C-348315,2011-09-02,Acme Corp,6691860,,,bench_norm_10000,2011
C-136062,2019-03-23,Acme Corp,9738827,,,bench_norm_10000,2019
C-124611,2017-02-27,Universal Contractors,3852296,,,bench_norm_10000,2017
C-049477,2011-02-24,Tech Solutions,2791363,,,bench_norm_10000,2011
C-415951,2015-09-07,Global Supply,9586908,,,bench_norm_10000,2015
C-266966,2019-10-03,Bajos LLC,4445365,,,bench_norm_10000,2020
C-596287,2010-04-12,Construcciones PR,3269408,,,bench_norm_10000,2010
C-578878,2011-01-10,Bajos LLC,56338,,,bench_norm_10000,2011
C-994418,2011-08-09,Universal Contractors,2702266,,,bench_norm_10000,2011
C-816625,2019-09-08,Servicios Unidos,6473096,,,bench_norm_10000,2019
C-724247,2018-10-13,Global Supply,2597297,,,bench_norm_10000,2019
C-014956,2010-08-08,Universal Contractors,7666750,,,bench_norm_10000,2010
C-421236,2018-06-19,Servicios Unidos,833834,,,bench_norm_10000,2018
C-491701,2016-04-09,Construcciones PR,872658,,,bench_norm_10000,2016
C-896332,2016-06-09,Marina Holdings,1433483,,,bench_norm_10000,2016
C-734151,2016-05-09,Island Builders,1989565,,,bench_norm_10000,2016
C-889804,2019-01-23,Marina Holdings,4023201,,,bench_norm_10000,2019
C-799899,2019-08-10,Tech Solutions,9285292,,,bench_norm_10000,2019
C-009029,2010-01-24,Tech Solutions,6024567,,,bench_norm_10000,2010
C-841857,2011-11-09,Marina Holdings,7371016,,,bench_norm_10000,2012
C-336289,2010-08-14,Acme Corp,6539079,,,bench_norm_10000,2010
C-934252,2014-12-29,Construcciones PR,2736798,,,bench_norm_10000,2015
C-075515,2016-04-12,Construcciones PR,3163393,,,bench_norm_10000,2016
C-673886,2010-05-30,Marina Holdings,8529121,,,bench_norm_10000,2010
C-162734,2014-07-03,Marina Holdings,2817695,,,bench_norm_10000,2014
C-873153,2012-02-25,Acme Corp,7344672,,,bench_norm_10000,2012
C-495777,2010-05-13,Servicios Unidos,3000425,,,bench_norm_10000,2010
C-875075,2011-05-17,Marina Holdings,8845005,,,bench_norm_10000,2011
C-103728,2010-12-13,Servicios Unidos,3735250,,,bench_norm_10000,2011
C-197438,2010-06-03,Universal Contractors,3583479,,,bench_norm_10000,2010
C-034770,2018-09-02,Acme Corp,6582722,,,bench_norm_10000,2018
C-802563,2018-02-21,Universal Contractors,8657097,,,bench_norm_10000,2018
C-164235,2012-03-06,Universal Contractors,103305,,,bench_norm_10000,2012
C-500677,2019-05-04,Universal Contractors,9190140,,,bench_norm_10000,2019
C-046854,2019-02-25,Global Supply,1190423,,,bench_norm_10000,2019
C-459214,2015-08-04,Servicios Unidos,6362345,,,bench_norm_10000,2015
C-953648,2019-07-09,Tech Solutions,3759848,,,bench_norm_10000,2019
C-426193,2016-02-14,Marina Holdings,5588820,,,bench_norm_10000,2016
C-544772,2013-04-17,Marina Holdings,6892039,,,bench_norm_10000,2013
C-176986,2017-08-13,Island Builders,3980618,,,bench_norm_10000,2017
C-815897,2013-02-26,Marina Holdings,4136314,,,bench_norm_10000,2013
C-016634,2012-06-17,Tech Solutions,436960,,,bench_norm_10000,2012
C-489217,2016-04-11,Island Builders,5809884,,,bench_norm_10000,2016
C-880327,2015-09-05,Global Supply,8586099,,,bench_norm_10000,2015
C-409079,2017-05-16,Tech Solutions,6418941,,,bench_norm_10000,2017
C-289149,2014-08-15,Island Builders,3273061,,,bench_norm_10000,2014
C-810765,2018-03-23,Tech Solutions,6363049,,,bench_norm_10000,2018
C-785155,2014-09-23,Construcciones PR,8749139,,,bench_norm_10000,2014
C-589659,2017-05-26,Acme Corp,9795145,,,bench_norm_10000,2017
C-571051,2017-03-22,Universal Contractors,2734980,,,bench_norm_10000,2017
C-149733,2012-12-03,Global Supply,6140575,,,bench_norm_10000,2013
C-462001,2018-10-15,Tech Solutions,107014,,,bench_norm_10000,2019
C-308269,2014-05-14,Marina Holdings,901102,,,bench_norm_10000,2014
C-766704,2015-10-27,Servicios Unidos,29872,,,bench_norm_10000,2016
C-704534,2018-03-17,Universal Contractors,9053096,,,bench_norm_10000,2018
C-074570,2011-06-11,Acme Corp,4577602,,,bench_norm_10000,2011
C-525990,2013-02-09,Bajos LLC,8506584,,,bench_norm_10000,2013
C-437771,2016-08-08,Universal Contractors,1025570,,,bench_norm_10000,2016
C-981616,2014-07-31,Construcciones PR,8117100,,,bench_norm_10000,2014
C-363875,2011-10-02,Global Supply,9543598,,,bench_norm_10000,2012
C-074999,2019-06-13,Universal Contractors,5805662,,,bench_norm_10000,2019
C-334692,2016-10-06,Tech Solutions,2004627,,,bench_norm_10000,2017
C-124354,2013-04-07,Construcciones PR,5728569,,,bench_norm_10000,2013
C-131371,2016-05-19,Island Builders,3473594,,,bench_norm_10000,2016
C-416646,2015-09-10,Tech Solutions,4334796,,,bench_norm_10000,2015
C-285848,2016-04-29,Construcciones PR,7057404,,,bench_norm_10000,2016
C-352394,2017-04-15,Tech Solutions,4663911,,,bench_norm_10000,2017
C-156462,2016-03-01,Tech Solutions,1403091,,,bench_norm_10000,2016
C-082207,2016-07-13,Island Builders,8204528,,,bench_norm_10000,2016
C-161690,2016-04-22,Bajos LLC,7770443,,,bench_norm_10000,2016
C-472129,2016-01-12,Universal Contractors,7766536,,,bench_norm_10000,2016
C-123197,2012-05-08,Bajos LLC,1309018,,,bench_norm_10000,2012
C-382179,2019-01-05,Acme Corp,7081114,,,bench_norm_10000,2019
C-154301,2011-07-18,Marina Holdings,1643810,,,bench_norm_10000,2011
C-533106,2014-09-21,Servicios Unidos,4844997,,,bench_norm_10000,2014
C-921472,2016-10-15,Global Supply,3607432,,,bench_norm_10000,2017
C-179570,2018-10-12,Marina Holdings,3437894,,,bench_norm_10000,2019
C-430859,2011-01-28,Marina Holdings,5139110,,,bench_norm_10000,2011
C-454630,2015-09-05,Island Builders,1524751,,,bench_norm_10000,2015
C-092752,2014-03-27,Marina Holdings,180642,,,bench_norm_10000,2014
C-362901,2015-05-20,Tech Solutions,5495918,,,bench_norm_10000,2015
C-999774,2018-03-26,Servicios Unidos,2009029,,,bench_norm_10000,2018
C-333217,2019-11-15,Tech Solutions,3601966,,,bench_norm_10000,2020
C-666730,2017-12-27,Global Supply,6477273,,,bench_norm_10000,2018
C-977043,2013-11-14,Construcciones PR,3961220,,,bench_norm_10000,2014
C-856281,2013-09-22,Global Supply,3149701,,,bench_norm_10000,2013
C-571990,2015-10-08,Acme Corp,1973312,,,bench_norm_10000,2016
C-809816,2010-01-22,Island Builders,6475927,,,bench_norm_10000,2010
C-354944,2011-12-06,Tech Solutions,4771417,,,bench_norm_10000,2012
C-053202,2015-09-16,Universal Contractors,8655426,,,bench_norm_10000,2015
C-779924,2017-12-21,Servicios Unidos,8040108,,,bench_norm_10000,2018
C-691728,2010-01-31,Tech Solutions,544277,,,bench_norm_10000,2010
C-739543,2016-04-26,Acme Corp,3612112,,,bench_norm_10000,2016
C-158081,2017-07-04,Bajos LLC,8027064,,,bench_norm_10000,2017
C-914580,2010-11-11,Acme Corp,8354376,,,bench_norm_10000,2011
C-108433,2014-09-10,Global Supply,9445427,,,bench_norm_10000,2014
C-613918,2015-04-22,Marina Holdings,6037347,,,bench_norm_10000,2015
C-766777,2016-12-06,Island Builders,3709691,,,bench_norm_10000,2017
C-828903,2018-06-02,Construcciones PR,9095871,,,bench_norm_10000,2018
C-706580,2017-07-10,Global Supply,226624,,,bench_norm_10000,2017
C-017387,2015-11-28,Construcciones PR,8951752,,,bench_norm_10000,2016
C-218283,2019-11-06,Tech Solutions,3228615,,,bench_norm_10000,2020
C-733872,2016-05-30,Acme Corp,1994195,,,bench_norm_10000,2016
C-107450,2012-08-13,Acme Corp,2249967,,,bench_norm_10000,2012
C-383266,2014-11-16,Acme Corp,9084287,,,bench_norm_10000,2015
C-081256,2013-05-31,Universal Contractors,5245884,,,bench_norm_10000,2013
C-306728,2018-09-30,Universal Contractors,9384015,,,bench_norm_10000,2018
C-200261,2013-06-18,Construcciones PR,9730881,,,bench_norm_10000,2013
C-924284,2019-02-25,Acme Corp,7110898,,,bench_norm_10000,2019
C-740648,2018-08-07,Universal Contractors,3021946,,,bench_norm_10000,2018
C-781146,2012-09-20,Tech Solutions,7203192,,,bench_norm_10000,2012
C-167285,2013-11-07,Marina Holdings,280388,,,bench_norm_10000,2014
C-999768,2010-07-28,Global Supply,4022401,,,bench_norm_10000,2010
C-198267,2011-09-07,Island Builders,1653926,,,bench_norm_10000,2011
C-094749,2015-11-20,Tech Solutions,5154848,,,bench_norm_10000,2016
C-248261,2016-05-05,Acme Corp,6116488,,,bench_norm_10000,2016
C-532751,2018-05-22,Island Builders,2771440,,,bench_norm_10000,2018
C-884739,2011-05-05,Construcciones PR,1328690,,,bench_norm_10000,2011
C-040411,2013-04-06,Servicios Unidos,4876905,,,bench_norm_10000,2013
C-594133,2010-06-02,Global Supply,1684478,,,bench_norm_10000,2010
C-485197,2019-01-07,Global Supply,8038008,,,bench_norm_10000,2019
C-903633,2013-09-18,Universal Contractors,4580073,,,bench_norm_10000,2013
C-142396,2014-11-09,Tech Solutions,2995884,,,bench_norm_10000,2015
C-197760,2016-03-21,Acme Corp,6222755,,,bench_norm_10000,2016
C-399648,2014-04-02,Global Supply,7281712,,,bench_norm_10000,2014
C-154553,2013-05-19,Servicios Unidos,2206388,,,bench_norm_10000,2013
C-694633,2012-08-17,Island Builders,9325227,,,bench_norm_10000,2012
C-271565,2011-07-04,Global Supply,4313464,,,bench_norm_10000,2011
C-546844,2016-07-10,Servicios Unidos,5427518,,,bench_norm_10000,2016
C-787128,2012-04-29,Construcciones PR,3980135,,,bench_norm_10000,2012
C-868932,2017-11-12,Construcciones PR,1957370,,,bench_norm_10000,2018
C-042003,2013-03-21,Acme Corp,1989737,,,bench_norm_10000,2013
C-965499,2010-01-29,Acme Corp,8749393,,,bench_norm_10000,2010
C-628320,2015-09-27,Servicios Unidos,4375674,,,bench_norm_10000,2015
C-184275,2011-08-29,Construcciones PR,9867212,,,bench_norm_10000,2011
C-170055,2012-01-05,Construcciones PR,2150046,,,bench_norm_10000,2012
C-536204,2011-11-21,Global Supply,8400062,,,bench_norm_10000,2012
C-763124,2012-09-15,Global Supply,670156,,,bench_norm_10000,2012
C-683170,2017-05-01,Construcciones PR,2971299,,,bench_norm_10000,2017
