contract_number,Date Signed,Vendor Name,Award Amount
C-668780,"Jan 25, 2011",Universal Contractors,"$6,926,119"
C-031924,2017-08-16,Universal Contractors,"$5,749,978"
C-377346,"Mar 18, 2012",Tech Solutions,"$7,168,232"
C-104213,"Jul 27, 2012",Island Builders,"$2,689,696"
C-159364,07/04/2014,Acme Corp,"$1,393,770"
C-845108,2019-06-04,Acme Corp,"$5,669,082"
C-818491,2011-12-31,Servicios Unidos,"$3,342,682"
C-150913,10/16/2014,Bajos LLC,"$2,902,795"
C-227672,2019-05-19,Bajos LLC,"$9,834,023"
C-819173,11/28/2012,Servicios Unidos,"$9,232,156"
C-219810,01/12/2014,Tech Solutions,"$5,865,572"
C-085932,2017-12-25,Construcciones PR,"$4,952,916"
C-355347,2015-03-02,Universal Contractors,"$7,670,867"
C-451217,2013-09-15,Universal Contractors,"$8,035,139"
C-093019,"Aug 01, 2015",Universal Contractors,"$93,078"
C-091982,2018-04-08,Marina Holdings,"$2,979,178"
C-327230,"Aug 15, 2012",Servicios Unidos,"$375,206"
C-984321,"Nov 27, 2013",Acme Corp,"$5,355,987"
C-270503,2016-10-04,Global Supply,"$5,610,229"
C-173742,"Aug 04, 2016",Bajos LLC,"$1,462,298"
C-464773,04/21/2017,Tech Solutions,"$920,373"
C-567811,2012-09-11,Servicios Unidos,"$3,870,048"
C-277390,"Nov 23, 2012",Global Supply,"$2,483,346"
C-515655,"Dec 19, 2011",Acme Corp,"$4,540,695"
C-860210,2017-12-26,Global Supply,"$9,018,414"
C-884231,2014-02-11,Island Builders,"$6,472,655"
C-221538,2013-02-17,Global Supply,"$7,693,647"
C-347165,2011-03-01,Universal Contractors,"$363,696"
C-592411,"Feb 25, 2010",Universal Contractors,"$7,000,426"
C-703644,"Mar 06, 2010",Universal Contractors,"$5,112,266"
C-452952,05/05/2015,Construcciones PR,"$1,780,404"
C-324171,04/01/2017,Servicios Unidos,"$1,906,462"
C-961617,"Jul 20, 2017",Global Supply,"$9,527,786"
C-760701,09/08/2019,Servicios Unidos,"$803,935"
C-050894,2012-09-21,Marina Holdings,"$5,177,763"
C-722255,2019-08-08,Servicios Unidos,"$8,839,313"
C-292459,12/20/2010,Island Builders,"$7,112,611"
C-217159,"Jun 05, 2018",Acme Corp,"$7,252,187"
C-867750,2015-02-12,Servicios Unidos,"$9,571,691"
C-202377,"Aug 03, 2015",Bajos LLC,"$4,396,625"
C-101348,06/05/2016,Tech Solutions,"$656,872"
C-843502,2013-06-25,Tech Solutions,"$6,082,687"
C-875642,"Mar 20, 2014",Universal Contractors,"$9,072,365"
C-277838,"Nov 11, 2011",Global Supply,"$9,902,290"
C-510673,04/28/2013,Construcciones PR,"$9,540,081"
C-268539,2010-05-21,Marina Holdings,"$7,342,951"
C-613758,2010-02-18,Marina Holdings,"$2,994,289"
C-195879,2019-05-18,Global Supply,"$7,117,374"
C-013631,"Jun 24, 2017",Island Builders,"$712,595"
C-656340,"Dec 07, 2010",Universal Contractors,"$4,553,175"
C-230213,02/03/2016,Servicios Unidos,"$6,729,450"
C-881224,2015-02-06,Global Supply,"$917,600"
C-702977,"Aug 23, 2013",Construcciones PR,"$6,932,344"
C-624127,02/09/2016,Global Supply,"$4,765,069"
C-290479,"Nov 01, 2012",Servicios Unidos,"$4,831,568"
C-116970,2010-02-23,Global Supply,"$534,146"
C-659808,2016-03-26,Island Builders,"$589,422"
C-252281,"May 07, 2017",Universal Contractors,"$2,512,413"
C-664201,2018-03-02,Island Builders,"$4,610,115"
C-162369,2018-07-13,Global Supply,"$653,809"
C-017977,"Mar 20, 2015",Construcciones PR,"$4,156,969"
C-408005,05/09/2019,Global Supply,"$1,829,147"
C-321577,"Jun 19, 2017",Marina Holdings,"$4,137,086"
C-834490,"Apr 13, 2016",Bajos LLC,"$7,107,068"
C-184093,"Apr 02, 2011",Servicios Unidos,"$3,345,403"
C-493427,02/13/2017,Universal Contractors,"$7,515,601"
C-121450,03/20/2010,Tech Solutions,"$1,208,783"
C-478215,2016-12-17,Bajos LLC,"$2,770,241"
C-093858,"Apr 06, 2013",Construcciones PR,"$1,257,452"
C-401242,2017-10-29,Marina Holdings,"$3,978,670"
C-696504,11/16/2016,Tech Solutions,"$4,123,208"
C-787447,"Jul 17, 2016",Global Supply,"$1,590,824"
C-180464,2013-02-16,Servicios Unidos,"$4,057,153"
C-749179,"Feb 22, 2016",Marina Holdings,"$4,728,333"
C-609129,"Apr 01, 2010",Bajos LLC,"$3,392,278"
C-251514,"May 11, 2017",Universal Contractors,"$3,109,292"
C-225521,"Jun 11, 2014",Universal Contractors,"$9,172,588"
C-479419,2017-08-07,Construcciones PR,"$224,175"
C-319000,2012-04-16,Tech Solutions,"$9,237,712"
C-964858,"Apr 13, 2015",Acme Corp,"$606,732"
C-772097,"Mar 15, 2014",Universal Contractors,"$5,705,937"
C-294868,10/12/2014,Global Supply,"$7,123,953"
C-846210,2015-08-10,Bajos LLC,"$3,626,562"
C-124127,"Jul 05, 2011",Island Builders,"$3,858,131"
C-251411,02/10/2015,Construcciones PR,"$4,000,786"
C-698097,"Dec 22, 2011",Bajos LLC,"$8,869,841"
C-905277,09/22/2012,Island Builders,"$5,600,242"
C-519684,06/16/2013,Global Supply,"$1,169,108"
C-737112,08/28/2014,Marina Holdings,"$3,966,766"
C-627941,01/29/2018,Universal Contractors,"$2,675,491"
C-714483,10/17/2015,Bajos LLC,"$6,746,085"
C-480282,"Jun 19, 2014",Tech Solutions,"$5,291,205"
C-107998,"Apr 15, 2015",Tech Solutions,"$2,998,788"
C-869661,2016-06-03,Global Supply,"$5,027,319"
C-955958,2014-10-02,Construcciones PR,"$9,393,391"
C-463820,"Nov 02, 2019",Construcciones PR,"$8,174,622"
C-610191,2011-09-17,Marina Holdings,"$3,528,941"
C-599693,08/22/2017,Servicios Unidos,"$8,384,524"
C-396470,"Feb 18, 2013",Bajos LLC,"$5,423,564"
C-192572,"Jun 28, 2014",Marina Holdings,"$9,420,036"
C-523509,"Nov 15, 2016",Servicios Unidos,"$2,409,114"
C-882555,"Jan 16, 2013",Tech Solutions,"$924,443"
C-989217,"Oct 02, 2011",Global Supply,"$8,648,903"
C-413724,2019-12-01,Marina Holdings,"$1,200,536"
C-320112,02/11/2010,Construcciones PR,"$3,638,037"
C-573473,2014-12-18,Construcciones PR,"$7,665,526"
C-019791,09/14/2018,Servicios Unidos,"$5,642,783"
C-634731,"Apr 06, 2010",Island Builders,"$4,427,065"
C-651195,2014-06-13,Island Builders,"$2,191,949"
C-266469,"Sep 27, 2010",Island Builders,"$7,008,978"
C-223170,2011-06-05,Global Supply,"$5,290,864"
C-377561,"Jun 27, 2015",Bajos LLC,"$9,322,945"
C-400210,2016-01-08,Servicios Unidos,"$6,481,193"
C-594956,10/28/2016,Tech Solutions,"$1,320,576"
C-574705,2010-06-30,Construcciones PR,"$7,426,058"
C-332250,07/28/2015,Construcciones PR,"$2,023,403"
C-756305,2017-05-15,Construcciones PR,"$9,058,320"
C-365086,2014-02-14,Bajos LLC,"$1,885,824"
C-097722,"May 05, 2016",Tech Solutions,"$9,085,605"
C-771733,12/15/2011,Bajos LLC,"$5,936,947"
C-959989,"Nov 21, 2013",Island Builders,"$4,838,891"
C-312315,"Jun 18, 2017",Construcciones PR,"$5,790,388"
C-633829,08/11/2011,Universal Contractors,"$5,556,717"
C-935483,2015-09-26,Servicios Unidos,"$63,778"
C-174566,08/01/2013,Island Builders,"$3,350,404"
C-255882,2011-11-23,Marina Holdings,"$2,373,503"
C-286862,"Mar 16, 2010",Bajos LLC,"$3,708,281"
C-717463,06/14/2017,Construcciones PR,"$2,585,197"
C-940486,10/02/2011,Construcciones PR,"$5,876,136"
C-578919,2014-09-05,Acme Corp,"$2,673,594"
C-154712,"May 26, 2014",Acme Corp,"$1,978,546"
C-996781,11/27/2018,Acme Corp,"$4,992,116"
C-679221,2016-05-15,Marina Holdings,"$1,006,101"
C-587686,"Mar 22, 2010",Universal Contractors,"$7,571,679"
C-731545,2015-04-21,Acme Corp,"$375,466"
C-347818,2017-02-11,Servicios Unidos,"$5,852,705"
C-080206,"Apr 04, 2017",Tech Solutions,"$8,984,628"
C-572626,2011-08-10,Marina Holdings,"$7,109,596"
C-363684,"May 07, 2011",Marina Holdings,"$2,104,505"
C-282652,2014-10-14,Bajos LLC,"$6,093,867"
C-031243,2011-06-03,Construcciones PR,"$3,695,300"
C-538672,2010-12-12,Marina Holdings,"$3,370,452"
C-048689,09/17/2010,Island Builders,"$4,989,808"
C-861648,04/21/2015,Bajos LLC,"$9,886,916"
C-422290,2010-06-03,Acme Corp,"$5,983,016"
C-298417,2018-02-08,Universal Contractors,"$2,687,608"
C-458637,01/05/2014,Marina Holdings,"$9,798,812"
C-145266,2012-03-14,Tech Solutions,"$82,781"
C-401361,"Aug 23, 2016",Global Supply,"$9,002,421"
C-020944,2019-04-11,Island Builders,"$8,475,484"
C-998978,2019-06-22,Universal Contractors,"$8,776,972"
C-999680,2017-12-28,Acme Corp,"$6,714,582"
C-848105,"Dec 07, 2011",Bajos LLC,"$5,704,903"
C-358261,"Jan 11, 2019",Island Builders,"$5,417,288"
C-662478,"Jun 12, 2018",Servicios Unidos,"$1,850,515"
C-622493,2016-01-15,Servicios Unidos,"$2,061,967"
C-683136,"Jan 30, 2018",Marina Holdings,"$7,479,512"
C-085912,"Apr 22, 2017",Global Supply,"$4,133,041"
C-837716,09/04/2018,Marina Holdings,"$8,150,014"
C-963285,"Mar 08, 2018",Bajos LLC,"$4,549,150"
C-859261,2018-03-24,Bajos LLC,"$8,562,423"
C-982415,"Feb 12, 2014",Bajos LLC,"$6,162,824"
C-932863,2010-06-18,Universal Contractors,"$1,917,720"
C-520635,07/10/2015,Global Supply,"$317,872"
C-284244,"Dec 07, 2013",Bajos LLC,"$6,955,079"
C-787148,09/29/2018,Bajos LLC,"$8,331,165"
C-024801,2010-10-30,Island Builders,"$5,410,852"
C-414413,"Apr 30, 2012",Servicios Unidos,"$7,704,481"
C-875642,"Aug 08, 2016",Construcciones PR,"$7,815,312"
C-340233,2017-06-22,Island Builders,"$1,981,890"
C-744696,"Jun 20, 2010",Acme Corp,"$3,990,475"
C-247000,11/22/2017,Tech Solutions,"$9,442,990"
C-580834,11/21/2016,Marina Holdings,"$3,468,320"
C-438696,2015-03-14,Acme Corp,"$8,472,156"
C-551228,"Jan 28, 2019",Servicios Unidos,"$7,131,803"
C-035693,2019-05-08,Servicios Unidos,"$5,670,267"
C-789583,"Dec 26, 2011",Tech Solutions,"$2,519,803"
C-138001,2017-11-21,Marina Holdings,"$8,929,805"
C-312330,12/05/2012,Tech Solutions,"$5,594,131"
C-251428,06/29/2010,Acme Corp,"$2,525,669"
C-016847,"Apr 10, 2010",Island Builders,"$6,238,088"
C-168548,"Jan 26, 2015",Universal Contractors,"$5,639,387"
C-632136,2010-03-06,Bajos LLC,"$2,324,932"
C-240818,06/06/2019,Marina Holdings,"$7,230,866"
C-310865,"May 27, 2011",Servicios Unidos,"$1,450,621"
C-692914,2011-02-14,Island Builders,"$9,535,032"
C-636772,2018-11-08,Island Builders,"$7,025,992"
C-058122,12/30/2017,Tech Solutions,"$7,783,316"
C-375095,2015-10-24,Construcciones PR,"$4,041,756"
C-303298,2010-06-24,Global Supply,"$1,163,188"
C-857608,03/31/2015,Acme Corp,"$5,665,624"
C-948834,11/27/2019,Construcciones PR,"$104,012"
C-449917,2012-01-08,Universal Contractors,"$8,503,935"
C-684820,04/04/2011,Acme Corp,"$5,263,175"
C-533672,08/22/2013,Island Builders,"$8,327,343"
C-451666,2017-10-26,Global Supply,"$6,438,143"
C-467029,"Dec 05, 2011",Global Supply,"$7,932,582"
C-666878,01/07/2017,Island Builders,"$173,997"
C-999762,10/25/2016,Island Builders,"$276,848"
C-633303,"Aug 10, 2019",Servicios Unidos,"$7,389,348"
C-785349,2013-08-25,Universal Contractors,"$8,979,966"
C-032662,"Mar 26, 2011",Servicios Unidos,"$7,329,145"
C-155678,"Sep 24, 2017",Bajos LLC,"$6,739,840"
C-080276,09/22/2018,Tech Solutions,"$3,240,295"
C-743106,05/30/2014,Servicios Unidos,"$7,538,035"
C-342556,"Apr 04, 2014",Tech Solutions,"$7,935,487"
C-989297,04/04/2019,Bajos LLC,"$810,468"
C-509110,"Sep 15, 2017",Bajos LLC,"$2,895,724"
C-198996,"Jan 28, 2015",Universal Contractors,"$1,650,472"
C-602230,2012-08-05,Global Supply,"$3,194,264"
C-577733,2019-10-26,Tech Solutions,"$938,172"
C-948616,"Feb 18, 2015",Marina Holdings,"$1,968,608"
C-178886,"Oct 25, 2017",Marina Holdings,"$1,069,179"
C-845468,09/08/2019,Construcciones PR,"$5,474,587"
C-395567,"Feb 27, 2017",Tech Solutions,"$427,664"
C-829290,"Apr 20, 2014",Tech Solutions,"$3,184,724"
C-337929,07/10/2019,Universal Contractors,"$6,720,618"
C-649458,11/07/2018,Construcciones PR,"$6,424,382"
C-028384,03/26/2019,Marina Holdings,"$2,277,631"
C-090503,"Mar 15, 2011",Marina Holdings,"$2,167,473"
C-833498,"Oct 29, 2011",Acme Corp,"$7,860,281"
C-355018,"Jul 23, 2018",Acme Corp,"$6,204,858"
C-076327,06/24/2012,Construcciones PR,"$6,297,564"
C-299162,2012-08-27,Construcciones PR,"$9,383,372"
C-149673,01/04/2018,Global Supply,"$5,633,792"
C-806994,"Dec 27, 2010",Servicios Unidos,"$6,806,007"
C-117489,"Sep 24, 2019",Construcciones PR,"$5,700,875"
C-417253,"Feb 12, 2015",Acme Corp,"$655,791"
C-914564,09/11/2018,Island Builders,"$3,873,529"
C-048807,2017-05-20,Island Builders,"$4,201,886"
C-209065,2018-03-20,Universal Contractors,"$1,079,100"
C-691443,2014-05-04,Bajos LLC,"$9,900,463"
C-307023,2016-11-18,Construcciones PR,"$9,228,835"
C-652032,03/10/2014,Acme Corp,"$9,069,178"
C-127999,2012-10-01,Servicios Unidos,"$5,960,715"
C-074810,07/24/2014,Island Builders,"$6,805,121"
C-755587,09/04/2011,Tech Solutions,"$6,929,980"
C-637600,"Jun 26, 2011",Tech Solutions,"$3,642,717"
C-757912,"May 04, 2012",Bajos LLC,"$5,931,474"
C-434127,06/15/2018,Marina Holdings,"$6,452,672"
C-183227,2013-04-13,Marina Holdings,"$7,240,662"
C-884797,"Sep 03, 2019",Servicios Unidos,"$1,783,128"
C-818140,2011-05-04,Acme Corp,"$4,495,050"
C-192675,2019-07-14,Acme Corp,"$130,139"
C-190096,2011-06-24,Servicios Unidos,"$7,302,959"
C-962990,2015-05-26,Marina Holdings,"$9,263,356"
C-957677,2012-11-27,Servicios Unidos,"$7,700,511"
C-141497,2010-01-28,Bajos LLC,"$7,953,792"
C-924655,"Dec 06, 2014",Servicios Unidos,"$667,143"
C-792087,2012-12-15,Global Supply,"$1,612,556"
C-395130,10/14/2019,Tech Solutions,"$4,154,302"
C-631067,"Feb 28, 2010",Universal Contractors,"$1,918,029"
C-111149,"Jul 27, 2017",Bajos LLC,"$3,255,495"
C-322736,01/10/2016,Island Builders,"$6,788,107"
C-361721,"Mar 20, 2017",Servicios Unidos,"$9,219,219"
C-518653,"Jan 18, 2012",Servicios Unidos,"$3,945,478"
C-870520,2012-08-03,Universal Contractors,"$849,371"
C-400509,2011-08-08,Universal Contractors,"$5,970,158"
C-631875,05/10/2013,Global Supply,"$2,689,461"
C-335478,"Apr 20, 2011",Marina Holdings,"$1,395,441"
C-568629,2019-04-12,Island Builders,"$9,607,962"
C-441052,"Jan 19, 2014",Global Supply,"$3,271,989"
C-496003,10/21/2012,Universal Contractors,"$5,401,824"
C-433854,07/12/2011,Bajos LLC,"$9,170,603"
C-416545,10/06/2019,Bajos LLC,"$9,336,560"
C-004746,"Oct 05, 2015",Global Supply,"$8,243,350"
C-717502,"Feb 05, 2010",Marina Holdings,"$2,102,036"
C-034134,2017-07-20,Marina Holdings,"$5,428,766"
C-252358,2015-06-15,Tech Solutions,"$4,895,874"
C-521443,"Aug 02, 2015",Servicios Unidos,"$1,946,971"
C-583311,02/07/2015,Global Supply,"$9,619,524"
C-400625,2019-06-21,Island Builders,"$3,569,907"
C-734776,"Jun 01, 2016",Marina Holdings,"$2,864,195"
C-306980,03/11/2010,Marina Holdings,"$3,700,623"
C-885694,06/04/2011,Construcciones PR,"$2,362,541"
C-830836,"Mar 04, 2016",Marina Holdings,"$1,894,556"
C-637459,2016-12-14,Marina Holdings,"$3,240,604"
C-281190,05/11/2015,Marina Holdings,"$9,133,330"
C-447586,2012-01-17,Bajos LLC,"$7,071,807"
C-131709,09/24/2019,Construcciones PR,"$1,690,678"
C-870173,07/13/2018,Island Builders,"$8,195,582"
C-192376,"Apr 25, 2017",Servicios Unidos,"$6,990,789"
C-080096,"Jun 02, 2012",Global Supply,"$6,312,423"
C-604000,"Apr 28, 2016",Construcciones PR,"$9,784,586"
C-358087,2018-03-02,Marina Holdings,"$6,467,141"
C-988405,"Aug 01, 2011",Island Builders,"$3,710,624"
C-291102,"Oct 03, 2010",Servicios Unidos,"$5,214,145"
C-476746,2013-07-28,Servicios Unidos,"$8,665,705"
C-467006,"Jul 22, 2014",Bajos LLC,"$8,454,331"
C-225778,2013-07-06,Bajos LLC,"$9,247,527"
C-942067,2012-02-07,Acme Corp,"$497,991"
C-584118,07/08/2011,Marina Holdings,"$484,885"
C-555409,"Jul 27, 2012",Global Supply,"$4,736,386"
C-271358,"Aug 07, 2016",Servicios Unidos,"$1,926,749"
C-463096,"Apr 18, 2011",Tech Solutions,"$2,470,148"
C-961601,01/14/2017,Construcciones PR,"$9,845,416"
C-236896,2016-02-06,Global Supply,"$1,102,327"
C-678639,2017-08-29,Construcciones PR,"$1,220,893"
C-669460,"Aug 08, 2011",Tech Solutions,"$4,033,659"
C-962550,06/01/2010,Universal Contractors,"$1,734,236"
C-568736,08/01/2012,Bajos LLC,"$203,402"
C-664202,2014-01-31,Island Builders,"$1,619,904"
C-518297,07/26/2012,Bajos LLC,"$2,128,696"
C-208244,2019-03-05,Servicios Unidos,"$3,555,846"
C-981925,"Sep 10, 2014",Global Supply,"$2,493,786"
C-888274,06/19/2014,Marina Holdings,"$8,001,489"
C-522973,"Aug 17, 2013",Bajos LLC,"$253,728"
C-222078,05/20/2017,Construcciones PR,"$8,566,680"
C-672053,2019-03-14,Marina Holdings,"$504,864"
C-296268,12/31/2015,Island Builders,"$7,041,844"
C-759300,2018-09-07,Bajos LLC,"$355,760"
C-533305,2012-05-21,Universal Contractors,"$3,962,258"
C-113980,10/15/2011,Global Supply,"$6,006,904"
C-324205,"May 26, 2011",Tech Solutions,"$2,167,038"
C-927631,2014-06-05,Bajos LLC,"$7,326,374"
C-766595,2015-01-09,Island Builders,"$2,971,523"
C-262811,11/25/2018,Marina Holdings,"$7,789,514"
C-816998,04/12/2018,Marina Holdings,"$6,199,667"
C-178416,2017-11-27,Tech Solutions,"$6,093,756"
C-142505,09/03/2012,Island Builders,"$1,673,687"
C-773415,12/17/2016,Acme Corp,"$7,727,116"
C-324001,"Jun 06, 2012",Marina Holdings,"$3,197,675"
C-119499,2015-07-12,Island Builders,"$156,049"
C-164874,"Feb 23, 2010",Global Supply,"$2,038,228"
C-519041,2016-01-08,Island Builders,"$2,672,326"
C-538162,"Oct 17, 2016",Marina Holdings,"$2,993,372"
C-577260,01/27/2011,Acme Corp,"$2,147,442"
C-133807,"Mar 07, 2017",Acme Corp,"$4,047,743"
C-488384,"May 31, 2014",Marina Holdings,"$5,220,566"
C-527429,06/09/2011,Marina Holdings,"$801,608"
C-944746,03/31/2015,Marina Holdings,"$4,006,763"
C-976641,07/05/2019,Marina Holdings,"$8,598,195"
C-875486,"May 25, 2019",Bajos LLC,"$3,939,142"
C-877392,05/28/2015,Global Supply,"$7,382,756"
C-155270,2019-04-23,Acme Corp,"$9,445,326"
C-562530,2017-04-17,Island Builders,"$1,420,207"
C-921085,"Feb 28, 2019",Tech Solutions,"$4,118,607"
C-561826,2019-09-12,Marina Holdings,"$6,433,243"
C-827867,10/13/2019,Acme Corp,"$7,941,856"
C-430115,"Apr 18, 2018",Island Builders,"$6,942,572"
C-601543,"Dec 12, 2012",Universal Contractors,"$1,780,011"
C-554015,2018-12-09,Island Builders,"$9,833,357"
C-885823,03/31/2015,Island Builders,"$2,514,545"
C-461643,"Aug 03, 2016",Tech Solutions,"$7,662,284"
C-746066,2012-10-28,Island Builders,"$6,623,322"
C-279435,2011-01-23,Universal Contractors,"$1,579,109"
C-177242,"May 02, 2015",Global Supply,"$5,090,638"
C-919509,"Sep 18, 2019",Tech Solutions,"$6,594,330"
C-954363,03/11/2013,Tech Solutions,"$6,246,538"
C-186066,"May 16, 2017",Tech Solutions,"$508,758"
C-500942,2015-01-17,Universal Contractors,"$9,760,614"
C-206951,"Sep 16, 2015",Acme Corp,"$251,932"
C-495242,"Jun 30, 2019",Bajos LLC,"$7,226,299"
C-155856,2012-05-14,Tech Solutions,"$5,442,926"
C-232193,05/12/2013,Acme Corp,"$9,681,719"
C-850928,"Jun 12, 2013",Island Builders,"$2,805,136"
C-801895,2010-08-26,Construcciones PR,"$6,546,351"
C-580114,"Aug 18, 2018",Bajos LLC,"$6,290,007"
C-489918,"May 17, 2019",Island Builders,"$4,332,220"
C-314612,"Oct 16, 2010",Global Supply,"$7,087,335"
C-853072,"Jul 05, 2013",Tech Solutions,"$9,853,934"
C-594898,"May 30, 2014",Acme Corp,"$49,615"
C-773979,"Feb 20, 2012",Marina Holdings,"$3,844,466"
C-774549,06/25/2012,Acme Corp,"$1,493,532"
C-876508,2017-02-05,Construcciones PR,"$902,534"
C-260715,"Nov 15, 2014",Island Builders,"$4,806,025"
C-585334,10/28/2013,Acme Corp,"$5,577,998"
C-113599,03/21/2018,Construcciones PR,"$1,954,986"
C-980094,07/13/2014,Universal Contractors,"$622,789"
C-871660,"Dec 08, 2013",Island Builders,"$3,597,676"
C-179072,"Jun 14, 2012",Tech Solutions,"$4,584,909"
C-556680,2012-01-25,Global Supply,"$4,609,265"
C-513866,2016-06-21,Tech Solutions,"$5,851,628"
C-358033,"Oct 06, 2013",Universal Contractors,"$5,426,795"
C-107265,2016-03-13,Marina Holdings,"$2,648,576"
C-249705,03/17/2013,Universal Contractors,"$9,463,022"
C-114686,08/13/2019,Tech Solutions,"$2,470"
C-329776,"Oct 09, 2013",Bajos LLC,"$8,868,574"
C-614130,11/09/2010,Marina Holdings,"$6,125,508"
C-190505,04/20/2013,Construcciones PR,"$3,009,125"
C-287255,05/20/2012,Tech Solutions,"$5,552,955"
C-311718,2016-12-25,Tech Solutions,"$7,974,537"
C-460082,2013-10-15,Servicios Unidos,"$7,227,476"
C-036752,"Mar 16, 2012",Marina Holdings,"$1,777,577"
C-585912,03/01/2017,Tech Solutions,"$4,902,904"
C-751551,09/12/2015,Construcciones PR,"$4,949,465"
C-899865,"Mar 12, 2012",Global Supply,"$3,941,791"
C-772320,2012-01-08,Acme Corp,"$2,411,318"
C-633586,2019-01-31,Universal Contractors,"$4,306,851"
C-853116,"Aug 29, 2014",Bajos LLC,"$6,338,581"
C-694940,"Jul 04, 2016",Universal Contractors,"$3,829,293"
C-208799,2017-08-02,Marina Holdings,"$8,327,974"
C-932427,2011-03-05,Marina Holdings,"$2,369,130"
C-078030,04/21/2017,Construcciones PR,"$1,144,596"
C-239870,2016-03-04,Acme Corp,"$7,286,115"
C-357193,2018-02-06,Universal Contractors,"$636,724"
C-634633,"May 11, 2010",Acme Corp,"$8,246,400"
C-183082,"Jul 03, 2018",Global Supply,"$6,111,374"
C-283223,2015-10-08,Tech Solutions,"$4,341,796"
C-422578,2015-10-16,Construcciones PR,"$5,924,989"
C-274729,2017-02-28,Universal Contractors,"$6,782,707"
C-925387,2018-01-28,Construcciones PR,"$3,057,297"
C-118873,12/13/2012,Servicios Unidos,"$4,624,237"
C-213693,2019-05-09,Marina Holdings,"$8,885,818"
C-270599,2015-12-22,Marina Holdings,"$4,801,975"
C-136129,2018-05-26,Universal Contractors,"$8,940,597"
C-748547,02/24/2012,Construcciones PR,"$1,010,234"
C-325187,"Jul 07, 2015",Acme Corp,"$5,658,828"
C-777555,2015-08-31,Servicios Unidos,"$8,838,936"
C-073515,02/10/2019,Marina Holdings,"$5,862,361"
C-375176,2016-11-05,Universal Contractors,"$3,287,707"
C-119151,2012-06-26,Construcciones PR,"$5,966,082"
C-676902,2014-11-06,Island Builders,"$8,353,356"
C-667504,"May 21, 2019",Acme Corp,"$6,415,157"
C-595937,2018-10-03,Tech Solutions,"$2,027,530"
C-229852,09/12/2011,Servicios Unidos,"$3,552,934"
C-915670,"Apr 30, 2017",Servicios Unidos,"$2,075,434"
C-736330,03/27/2010,Servicios Unidos,"$6,120,224"
C-133520,02/15/2018,Universal Contractors,"$4,229,790"
C-386264,10/14/2017,Island Builders,"$2,083,022"
C-005924,"Oct 05, 2017",Island Builders,"$1,497,909"
C-156248,"Apr 27, 2012",Universal Contractors,"$9,957,722"
C-332475,02/14/2013,Bajos LLC,"$4,513,794"
C-976628,"Sep 24, 2012",Construcciones PR,"$8,585,754"
C-123938,12/05/2013,Universal Contractors,"$2,201,644"
C-520761,2015-06-04,Servicios Unidos,"$4,138,654"
C-149113,2016-08-06,Bajos LLC,"$6,231,026"
C-156255,"Nov 14, 2019",Tech Solutions,"$9,992,723"
C-010647,11/28/2018,Island Builders,"$8,383,650"
C-518654,2019-06-11,Global Supply,"$9,597,869"
C-932612,"Mar 27, 2019",Tech Solutions,"$2,849,874"
C-444102,"Jun 08, 2018",Bajos LLC,"$2,456,961"
C-893568,"Aug 19, 2014",Construcciones PR,"$828,805"
C-243807,08/30/2018,Bajos LLC,"$6,803,239"
C-623914,"Jun 26, 2017",Acme Corp,"$6,275,648"
C-288011,"Jan 22, 2012",Construcciones PR,"$4,210,896"
C-959899,"Apr 15, 2017",Bajos LLC,"$5,728,581"
C-257822,"Mar 04, 2017",Tech Solutions,"$2,589,029"
C-643162,"Feb 26, 2012",Global Supply,"$500,054"
C-064554,"May 08, 2017",Acme Corp,"$8,032,145"
C-607399,"Nov 02, 2010",Tech Solutions,"$4,603,380"
C-113720,2018-12-15,Acme Corp,"$8,184,634"
C-626676,"Jul 05, 2017",Tech Solutions,"$800,257"
C-809240,09/30/2010,Universal Contractors,"$895,771"
C-275993,"Sep 27, 2014",Universal Contractors,"$5,969,985"
C-332133,2011-06-14,Universal Contractors,"$7,842,556"
C-888293,"Apr 19, 2015",Construcciones PR,"$1,805,505"
C-338901,03/02/2012,Global Supply,"$4,060,437"
C-355992,12/09/2011,Marina Holdings,"$212,942"
C-241116,08/08/2012,Tech Solutions,"$5,073,782"
C-933049,"Apr 14, 2018",Global Supply,"$5,506,814"
C-752092,"Aug 27, 2017",Island Builders,"$7,949,111"
C-733387,"Aug 12, 2015",Servicios Unidos,"$7,030,968"
C-789539,2018-08-06,Marina Holdings,"$1,892,798"
C-771807,2016-07-28,Global Supply,"$6,112,924"
C-294608,"Mar 29, 2011",Island Builders,"$5,254,480"
C-251555,01/14/2015,Global Supply,"$520,080"
C-395841,2012-10-03,Acme Corp,"$9,246,372"
C-866591,"Jul 25, 2015",Construcciones PR,"$7,397,670"
C-342724,"Dec 27, 2010",Construcciones PR,"$6,621,659"
C-518838,"May 13, 2014",Servicios Unidos,"$7,902,163"
C-679136,03/19/2010,Servicios Unidos,"$7,393,714"
C-144604,01/14/2015,Global Supply,"$1,039,930"
C-378057,"Jan 28, 2013",Bajos LLC,"$6,939,111"
C-917276,10/25/2013,Marina Holdings,"$1,818,979"
C-715363,2018-04-21,Bajos LLC,"$6,071,662"
C-906306,05/03/2015,Construcciones PR,"$7,463,704"
C-079234,09/07/2010,Tech Solutions,"$34,962"
